example_id,system,human_fluency,human_adequacy,human_overall,gold_preference,llm_direct_score,rubric_overall,rubric_fluency,rubric_adequacy,rubric_terminology,challenge_category,source_en,output_system_a,output_system_b,reference_hi,translation,trans_length,src_length,bleu
ex_016,A,3.6667,4.0,3.8333,B,2,2.5,2,3,3,hallucination_prone,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.","रद्दीकरण नीतियां भिन्न होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस आधारित रद्दीकरण नीतियां जुलाई 2020 तक नहीं फैलती हैं, जब ओलंपिक आयोजित किए गए थे।","रद्दीकरण नीतियाँ अलग-अलग होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस-आधारित रद्दीकरण नीतियाँ जुलाई 2020 तक विस्तारित नहीं होतीं, जब ओलंपिक का आयोजन निर्धारित था।","कैंसल करने की नीतियों में फ़र्क हो सकता है लेकिन मार्च के आखिर में कोरोना वायरस के आधार पर कैंसल करने की ज़्यादातर नीतियाँ जुलाई 2020 तक नहीं बढ़ाई जाती हैं, यानी जब ओलंपिक शेड्यूल किया गया था.","रद्दीकरण नीतियां भिन्न होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस आधारित रद्दीकरण नीतियां जुलाई 2020 तक नहीं फैलती हैं, जब ओलंपिक आयोजित किए गए थे।",27,23,9.709510147137163
ex_016,B,4.0,4.3333,4.1667,B,4,4.5,4,5,5,hallucination_prone,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.","रद्दीकरण नीतियां भिन्न होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस आधारित रद्दीकरण नीतियां जुलाई 2020 तक नहीं फैलती हैं, जब ओलंपिक आयोजित किए गए थे।","रद्दीकरण नीतियाँ अलग-अलग होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस-आधारित रद्दीकरण नीतियाँ जुलाई 2020 तक विस्तारित नहीं होतीं, जब ओलंपिक का आयोजन निर्धारित था।","कैंसल करने की नीतियों में फ़र्क हो सकता है लेकिन मार्च के आखिर में कोरोना वायरस के आधार पर कैंसल करने की ज़्यादातर नीतियाँ जुलाई 2020 तक नहीं बढ़ाई जाती हैं, यानी जब ओलंपिक शेड्यूल किया गया था.","रद्दीकरण नीतियाँ अलग-अलग होती हैं, लेकिन मार्च के अंत तक अधिकांश कोरोनावायरस-आधारित रद्दीकरण नीतियाँ जुलाई 2020 तक विस्तारित नहीं होतीं, जब ओलंपिक का आयोजन निर्धारित था।",26,23,9.803138549205544
ex_017,A,4.6667,4.6667,4.6667,A,5,5.0,5,5,5,hallucination_prone,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,पृथ्वी की नदियों से समुद्रों में गिरने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,पृथ्वी की नदियों से महासागरों में बहने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,हमारे ग्रह की नदियों से महासागरों में जाने वाले पानी का 20% हिस्सा अमेज़न से आता है।,पृथ्वी की नदियों से समुद्रों में गिरने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,17,21,26.112054013565135
ex_017,B,4.6667,4.6667,4.6667,A,5,5.0,5,5,5,hallucination_prone,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,पृथ्वी की नदियों से समुद्रों में गिरने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,पृथ्वी की नदियों से महासागरों में बहने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,हमारे ग्रह की नदियों से महासागरों में जाने वाले पानी का 20% हिस्सा अमेज़न से आता है।,पृथ्वी की नदियों से महासागरों में बहने वाले पानी का पूरा 20 प्रतिशत अमेज़न से आता है।,17,21,41.316241548587534
ex_018,A,4.3333,4.6667,4.5,A,4,4.5,4,5,5,hallucination_prone,"In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.","1895 में, पहले चीन-जापान युद्ध (1894-1895) में हार के बाद, चिंग सरकार शिमोनोसेकी के संधि पर हस्ताक्षर करती है, जिसके तहत यह टाइवान पर शासन का अधिकार जापान को दे देती है, जो द्वीप का शासन 1945 तक करता है।","1895 में, प्रथम चीन-जापान युद्ध (1894‑1895) में पराजय के बाद, किंग सरकार शिमोनोसेकी संधि पर हस्ताक्षर करती है, जिसके तहत वह ताइवान पर संप्रभुता जापान को सौंप देती है, जो द्वीप पर 1945 तक शासन करता है।","1895 में, प्रथम चीन-जापान युद्ध (1894-1895) में हार के बाद, चिंग सरकार शिमोनोसेकी की संधि पर हस्ताक्षर करती है, जिसके द्वारा वह ताइवान की संप्रभुता जापान को सौंप देती है, जो 1945 तक द्वीप पर राज करता है।","1895 में, पहले चीन-जापान युद्ध (1894-1895) में हार के बाद, चिंग सरकार शिमोनोसेकी के संधि पर हस्ताक्षर करती है, जिसके तहत यह टाइवान पर शासन का अधिकार जापान को दे देती है, जो द्वीप का शासन 1945 तक करता है।",40,33,53.049296952028385
ex_018,B,4.6667,4.0,4.3333,A,5,5.0,5,5,5,hallucination_prone,"In 1895, after defeat in the First Sino-Japanese War (1894-1895), the Qing government signs the Treaty of Shimonoseki, by which it cedes sovereignty over Taiwan to Japan, which rules the island until 1945.","1895 में, पहले चीन-जापान युद्ध (1894-1895) में हार के बाद, चिंग सरकार शिमोनोसेकी के संधि पर हस्ताक्षर करती है, जिसके तहत यह टाइवान पर शासन का अधिकार जापान को दे देती है, जो द्वीप का शासन 1945 तक करता है।","1895 में, प्रथम चीन-जापान युद्ध (1894‑1895) में पराजय के बाद, किंग सरकार शिमोनोसेकी संधि पर हस्ताक्षर करती है, जिसके तहत वह ताइवान पर संप्रभुता जापान को सौंप देती है, जो द्वीप पर 1945 तक शासन करता है।","1895 में, प्रथम चीन-जापान युद्ध (1894-1895) में हार के बाद, चिंग सरकार शिमोनोसेकी की संधि पर हस्ताक्षर करती है, जिसके द्वारा वह ताइवान की संप्रभुता जापान को सौंप देती है, जो 1945 तक द्वीप पर राज करता है।","1895 में, प्रथम चीन-जापान युद्ध (1894‑1895) में पराजय के बाद, किंग सरकार शिमोनोसेकी संधि पर हस्ताक्षर करती है, जिसके तहत वह ताइवान पर संप्रभुता जापान को सौंप देती है, जो द्वीप पर 1945 तक शासन करता है।",37,33,48.73033836353342
ex_019,A,4.0,4.6667,4.3333,B,5,5.0,5,5,5,hallucination_prone,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.",रोबिन उथप्पा ने 11 चौके और 2 छक्के मारकर 41 गेंदों में 70 रन बनाकर इनिंग्स का सर्वोच्च स्कोर बनाया।,"रोबिन उथप्पा ने 41 गेंदों में 70 रन के साथ सबसे अधिक स्कोर बनाया, 11 चौके और 2 छक्के मारे।",रॉबिन उथप्पा ने केवल 41 गेंदों में 11 चौकों और 2 छक्कों की मदद से 70 रन बना कर पारी का सर्वोच्च स्कोर बनाया.,रोबिन उथप्पा ने 11 चौके और 2 छक्के मारकर 41 गेंदों में 70 रन बनाकर इनिंग्स का सर्वोच्च स्कोर बनाया।,20,20,13.025981943695541
ex_019,B,4.0,4.3333,4.1667,B,4,4.5,4,5,5,hallucination_prone,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.",रोबिन उथप्पा ने 11 चौके और 2 छक्के मारकर 41 गेंदों में 70 रन बनाकर इनिंग्स का सर्वोच्च स्कोर बनाया।,"रोबिन उथप्पा ने 41 गेंदों में 70 रन के साथ सबसे अधिक स्कोर बनाया, 11 चौके और 2 छक्के मारे।",रॉबिन उथप्पा ने केवल 41 गेंदों में 11 चौकों और 2 छक्कों की मदद से 70 रन बना कर पारी का सर्वोच्च स्कोर बनाया.,"रोबिन उथप्पा ने 41 गेंदों में 70 रन के साथ सबसे अधिक स्कोर बनाया, 11 चौके और 2 छक्के मारे।",20,20,10.400016243706089
ex_020,A,3.6667,4.0,3.8333,Tie,4,4.75,5,5,4,hallucination_prone,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,आप गोमा में घूमने के लिए बोडा-बोडा (स्कूटर टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) मूल्य छोटी यात्रा के लिए लगभग 500 कांगो फ्रैंक है।,आप गॉमा में घूमने के लिए boda-boda (मोटरसाइकिल टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) कीमत छोटी सवारी के लिए लगभग 500 कॉंगो फ्रैंक है।,आप गोमा के आस-पास घूमने के लिए बोडा-बोडा (मोटरसाइकिल टैक्सी) ले सकते हैं. छोटी सैर के लिए आम तौर पर (स्थानीय) किराया करीब 500 कांगोलीज़ फ़्रैंक लगता है.,आप गोमा में घूमने के लिए बोडा-बोडा (स्कूटर टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) मूल्य छोटी यात्रा के लिए लगभग 500 कांगो फ्रैंक है।,26,22,18.177291067628992
ex_020,B,4.3333,4.3333,4.3333,Tie,5,4.5,4,5,5,hallucination_prone,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,आप गोमा में घूमने के लिए बोडा-बोडा (स्कूटर टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) मूल्य छोटी यात्रा के लिए लगभग 500 कांगो फ्रैंक है।,आप गॉमा में घूमने के लिए boda-boda (मोटरसाइकिल टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) कीमत छोटी सवारी के लिए लगभग 500 कॉंगो फ्रैंक है।,आप गोमा के आस-पास घूमने के लिए बोडा-बोडा (मोटरसाइकिल टैक्सी) ले सकते हैं. छोटी सैर के लिए आम तौर पर (स्थानीय) किराया करीब 500 कांगोलीज़ फ़्रैंक लगता है.,आप गॉमा में घूमने के लिए boda-boda (मोटरसाइकिल टैक्सी) का उपयोग कर सकते हैं। सामान्य (स्थानीय) कीमत छोटी सवारी के लिए लगभग 500 कॉंगो फ्रैंक है।,26,22,14.618449011913214
ex_021,A,3.3333,2.6667,3.0,B,4,4.5,4,5,5,noisy_input,"Mosasaaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","मोसासॉरस अपने समय का शीर्ष शिकारी था, इसलिए वह कुछ भी डरता नहीं था, सिवाए अन्य मोसासॉरस के।","मोसासॉरस उसके समय का अंतिम शिकारी था, इसलिए उसे कुछ भी डर नहीं लगता था, सिवाय अन्य मोसासॉरस के।","मोसासौरस अपने समय का सबसे बड़ा शिकारी था, इसलिए उसे अन्य मोसासौरस के अलावा किसी का भय नहीं था।","मोसासॉरस अपने समय का शीर्ष शिकारी था, इसलिए वह कुछ भी डरता नहीं था, सिवाए अन्य मोसासॉरस के।",18,15,18.45895819969781
ex_021,B,3.3333,4.0,3.6667,B,4,3.5,3,4,4,noisy_input,"Mosasaaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","मोसासॉरस अपने समय का शीर्ष शिकारी था, इसलिए वह कुछ भी डरता नहीं था, सिवाए अन्य मोसासॉरस के।","मोसासॉरस उसके समय का अंतिम शिकारी था, इसलिए उसे कुछ भी डर नहीं लगता था, सिवाय अन्य मोसासॉरस के।","मोसासौरस अपने समय का सबसे बड़ा शिकारी था, इसलिए उसे अन्य मोसासौरस के अलावा किसी का भय नहीं था।","मोसासॉरस उसके समय का अंतिम शिकारी था, इसलिए उसे कुछ भी डर नहीं लगता था, सिवाय अन्य मोसासॉरस के।",19,15,20.82198320914845
ex_022,A,3.3333,3.6667,3.5,B,4,4.25,4,5,4,noisy_input,saint petersburg cruises include time in town cruise passengers are exempted from visa requirements (check the terms),सेंट पीटर्सबर्ग क्रूज़ में शहर में समय शामिल है क्रूज़ यात्रियों को वीजा आवश्यकताओं से छूट दी गई है (शर्तों की जांच करें),सेंट पीटरबर्ग क्रूज़ में शहर में ठहराव शामिल है। क्रूज़ यात्रियों को वीज़ा आवश्यकताओं से छूट मिलती है (शर्तें जांचें)।,सेंट पीटर्सबर्ग पोतविहार में शहर में समय बिताना शामिल है। पोतविहार यात्रियों को वीज़ा आवश्यकताओं (शर्तों को जाँचें) से छूट दी गई है।,सेंट पीटर्सबर्ग क्रूज़ में शहर में समय शामिल है क्रूज़ यात्रियों को वीजा आवश्यकताओं से छूट दी गई है (शर्तों की जांच करें),23,17,25.19822286071066
ex_022,B,4.0,4.0,4.0,B,4,4.75,5,5,4,noisy_input,saint petersburg cruises include time in town cruise passengers are exempted from visa requirements (check the terms),सेंट पीटर्सबर्ग क्रूज़ में शहर में समय शामिल है क्रूज़ यात्रियों को वीजा आवश्यकताओं से छूट दी गई है (शर्तों की जांच करें),सेंट पीटरबर्ग क्रूज़ में शहर में ठहराव शामिल है। क्रूज़ यात्रियों को वीज़ा आवश्यकताओं से छूट मिलती है (शर्तें जांचें)।,सेंट पीटर्सबर्ग पोतविहार में शहर में समय बिताना शामिल है। पोतविहार यात्रियों को वीज़ा आवश्यकताओं (शर्तों को जाँचें) से छूट दी गई है।,सेंट पीटरबर्ग क्रूज़ में शहर में ठहराव शामिल है। क्रूज़ यात्रियों को वीज़ा आवश्यकताओं से छूट मिलती है (शर्तें जांचें)।,20,17,10.194270445553139
ex_023,A,4.3333,4.3333,4.3333,A,2,3.5,3,4,4,noisy_input,"yeh use of video recording hai led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.","वीडियो रिकॉर्डिंग का उपयोग माइक्रो एक्सप्रेशन की व्याख्या में महत्वपूर्ण खोजों के कारण बना, जिसमें चेहरे की गतिविधियां कुछ मिलिसेकंड तक रहती हैं।","इस वीडियो रिकॉर्डिंग के उपयोग से माइक्रो-एक्सप्रेशन और चेहरे की गतियों, जो कुछ मिलीसेकंड तक चलती हैं, की व्याख्या में महत्वपूर्ण खोजें हुई हैं।","माइक्रो-एक्सप्रेशन्स, फ़ेशियल मूवमेंट्स जिसमें कुछ मिलीसेकंड्स लगते हैं, उसकी व्याख्या करने में वीडियो रिकॉर्डिंग के इस्तेमाल ने महत्वपूर्ण खोजों को बढ़ावा दिया है.","वीडियो रिकॉर्डिंग का उपयोग माइक्रो एक्सप्रेशन की व्याख्या में महत्वपूर्ण खोजों के कारण बना, जिसमें चेहरे की गतिविधियां कुछ मिलिसेकंड तक रहती हैं।",23,22,5.148118464820922
ex_023,B,3.3333,3.3333,3.3333,A,5,5.0,5,5,5,noisy_input,"yeh use of video recording hai led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.","वीडियो रिकॉर्डिंग का उपयोग माइक्रो एक्सप्रेशन की व्याख्या में महत्वपूर्ण खोजों के कारण बना, जिसमें चेहरे की गतिविधियां कुछ मिलिसेकंड तक रहती हैं।","इस वीडियो रिकॉर्डिंग के उपयोग से माइक्रो-एक्सप्रेशन और चेहरे की गतियों, जो कुछ मिलीसेकंड तक चलती हैं, की व्याख्या में महत्वपूर्ण खोजें हुई हैं।","माइक्रो-एक्सप्रेशन्स, फ़ेशियल मूवमेंट्स जिसमें कुछ मिलीसेकंड्स लगते हैं, उसकी व्याख्या करने में वीडियो रिकॉर्डिंग के इस्तेमाल ने महत्वपूर्ण खोजों को बढ़ावा दिया है.","इस वीडियो रिकॉर्डिंग के उपयोग से माइक्रो-एक्सप्रेशन और चेहरे की गतियों, जो कुछ मिलीसेकंड तक चलती हैं, की व्याख्या में महत्वपूर्ण खोजें हुई हैं।",24,22,8.040993409646845
ex_024,A,3.3333,3.3333,3.3333,B,2,2.5,2,4,2,noisy_input,The t0p of the tower was special sanctuary for the god.,मीनार के t0p भगवान के लिए एक विशेष पवित्र स्थान था।,टॉवर का शीर्ष भगवान के लिए एक विशेष अभयारण्य था।,टॉवर का शीर्ष देवता के लिए खास गर्भगृह था.,मीनार के t0p भगवान के लिए एक विशेष पवित्र स्थान था।,11,11,7.495553473355842
ex_024,B,3.6667,3.6667,3.6667,B,4,4.5,5,5,4,noisy_input,The t0p of the tower was special sanctuary for the god.,मीनार के t0p भगवान के लिए एक विशेष पवित्र स्थान था।,टॉवर का शीर्ष भगवान के लिए एक विशेष अभयारण्य था।,टॉवर का शीर्ष देवता के लिए खास गर्भगृह था.,टॉवर का शीर्ष भगवान के लिए एक विशेष अभयारण्य था।,10,11,19.64073254502565
ex_025,A,4.0,4.3333,4.1667,A,5,5.0,5,5,5,noisy_input,so it is likely that the notation was added simply as a label,तो ऐसा लगता है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था,इसलिए यह सम्भव है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था.,"इसलिए, यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था.",तो ऐसा लगता है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था,16,13,46.93116584951998
ex_025,B,3.6667,3.6667,3.6667,A,4,5.0,5,5,5,noisy_input,so it is likely that the notation was added simply as a label,तो ऐसा लगता है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था,इसलिए यह सम्भव है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था.,"इसलिए, यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था.",इसलिए यह सम्भव है कि नोटेशन को केवल एक लेबल के रूप में जोड़ा गया था.,16,13,54.7480772069673
ex_026,A,3.0,3.0,3.0,B,1,1.0,1,1,1,noisy_input,"Soon, officcers equipped with riot gear entered the yard and cornered the inmates with tear gas.","जल्द ही, तख़ता-बराबर लड़ाई के लिए तैयार अधिकारी आए और आंसू गैस के साथ बरामदा में बुरी तरह से घिर गए।","जल्द ही, दंगों के लिए सुसज्जित अधिकारियों ने यार्ड में प्रवेश किया और आँसू गैस के साथ कैदियों को कोने में फँसा दिया।","जल्द ही, दंगा संबंधी उपकरणों से लैस अधिकारियों ने अहाते में प्रवेश किया और कैदियों को आंसू गैस की मदद से काबू में कर लिया।","जल्द ही, तख़ता-बराबर लड़ाई के लिए तैयार अधिकारी आए और आंसू गैस के साथ बरामदा में बुरी तरह से घिर गए।",21,16,7.580996312543366
ex_026,B,4.6667,4.6667,4.6667,B,3,3.5,3,4,4,noisy_input,"Soon, officcers equipped with riot gear entered the yard and cornered the inmates with tear gas.","जल्द ही, तख़ता-बराबर लड़ाई के लिए तैयार अधिकारी आए और आंसू गैस के साथ बरामदा में बुरी तरह से घिर गए।","जल्द ही, दंगों के लिए सुसज्जित अधिकारियों ने यार्ड में प्रवेश किया और आँसू गैस के साथ कैदियों को कोने में फँसा दिया।","जल्द ही, दंगा संबंधी उपकरणों से लैस अधिकारियों ने अहाते में प्रवेश किया और कैदियों को आंसू गैस की मदद से काबू में कर लिया।","जल्द ही, दंगों के लिए सुसज्जित अधिकारियों ने यार्ड में प्रवेश किया और आँसू गैस के साथ कैदियों को कोने में फँसा दिया।",23,16,16.641949185944814
ex_027,A,3.3333,3.3333,3.3333,B,2,3.25,3,4,3,noisy_input,also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed,स्थान भी अब सभी पुरुष आवेदकों के लिए खुले थे जिससे सबसे अधिक उद्देश्यपूर्ण और सफल लोग सफल हो सके।,"क्रांति के बाद भी, सभी पुरुष आवेदकों के लिए पद खुले थे, जिससे सबसे महत्वाकांक्षी और सफल लोग सफल हो सके।","तथा, क्रांति के बाद व्यवसाय सभी पुरुष आवेदकों के लिए खुले थे जिसमें सबसे महत्त्वाकांक्षी और सफल होने वाले सफल हो सकते थे।",स्थान भी अब सभी पुरुष आवेदकों के लिए खुले थे जिससे सबसे अधिक उद्देश्यपूर्ण और सफल लोग सफल हो सके।,20,19,29.348786910361692
ex_027,B,4.0,4.6667,4.3333,B,4,4.5,4,5,5,noisy_input,also after the revolution occupations were open to all male applicants allowing the most ambitious and successful to succeed,स्थान भी अब सभी पुरुष आवेदकों के लिए खुले थे जिससे सबसे अधिक उद्देश्यपूर्ण और सफल लोग सफल हो सके।,"क्रांति के बाद भी, सभी पुरुष आवेदकों के लिए पद खुले थे, जिससे सबसे महत्वाकांक्षी और सफल लोग सफल हो सके।","तथा, क्रांति के बाद व्यवसाय सभी पुरुष आवेदकों के लिए खुले थे जिसमें सबसे महत्त्वाकांक्षी और सफल होने वाले सफल हो सकते थे।","क्रांति के बाद भी, सभी पुरुष आवेदकों के लिए पद खुले थे, जिससे सबसे महत्वाकांक्षी और सफल लोग सफल हो सके।",21,19,25.979500644487196
ex_028,A,4.3333,4.0,4.1667,A,4,4.25,5,4,3,noisy_input,"According to park authorities, stay at least 100 yards/meters away se bears aur wolves and 25 yards/meters from all other wild animals!","पार्क प्राधिकरण के अनुसार, भालू और लोमड़ियों से कम से कम 100 गज/मीटर और अन्य सभी जंगली जानवरों से 25 गज/मीटर की दूरी बनाए रखें!","पार्क अधिकारियों के अनुसार, भालू और भेड़ियों से कम से कम 100 गज/मीटर दूर रहें और अन्य सभी जंगली जानवरों से 25 गज/मीटर दूर रहें!",पार्क अथॉरिटीज़ के मुताबिक भालुओं और भेड़ियों से कम से कम 100 यार्ड्स/मीटर्स और अन्य जंगली जानवरों से कम से कम 25 यार्डर्स/मीटर्स दूर रहें.,"पार्क प्राधिकरण के अनुसार, भालू और लोमड़ियों से कम से कम 100 गज/मीटर और अन्य सभी जंगली जानवरों से 25 गज/मीटर की दूरी बनाए रखें!",25,22,18.559542135951205
ex_028,B,4.3333,4.3333,4.3333,A,5,5.0,5,5,5,noisy_input,"According to park authorities, stay at least 100 yards/meters away se bears aur wolves and 25 yards/meters from all other wild animals!","पार्क प्राधिकरण के अनुसार, भालू और लोमड़ियों से कम से कम 100 गज/मीटर और अन्य सभी जंगली जानवरों से 25 गज/मीटर की दूरी बनाए रखें!","पार्क अधिकारियों के अनुसार, भालू और भेड़ियों से कम से कम 100 गज/मीटर दूर रहें और अन्य सभी जंगली जानवरों से 25 गज/मीटर दूर रहें!",पार्क अथॉरिटीज़ के मुताबिक भालुओं और भेड़ियों से कम से कम 100 यार्ड्स/मीटर्स और अन्य जंगली जानवरों से कम से कम 25 यार्डर्स/मीटर्स दूर रहें.,"पार्क अधिकारियों के अनुसार, भालू और भेड़ियों से कम से कम 100 गज/मीटर दूर रहें और अन्य सभी जंगली जानवरों से 25 गज/मीटर दूर रहें!",25,22,27.876064852521285
ex_029,A,4.0,4.6667,4.3333,Tie,4,5.0,5,5,5,noisy_input,Its a1l-pervading p0wer affected everyone from king to commoner.,यह सर्वव्यापक शक्ति राजा से लेकर सामान्य व्यक्ति तक सभी पर प्रभाव डालती है।,यह सर्वव्यापी शक्ति राजा से लेकर आम आदमी तक सभी को प्रभावित करती है।,इसकी सर्वव्यापी शक्ति ने राजा से लेकर आम तक सभी को प्रभावित किया.,यह सर्वव्यापक शक्ति राजा से लेकर सामान्य व्यक्ति तक सभी पर प्रभाव डालती है।,14,9,13.912311644176565
ex_029,B,4.3333,4.6667,4.5,Tie,4,5.0,5,5,5,noisy_input,Its a1l-pervading p0wer affected everyone from king to commoner.,यह सर्वव्यापक शक्ति राजा से लेकर सामान्य व्यक्ति तक सभी पर प्रभाव डालती है।,यह सर्वव्यापी शक्ति राजा से लेकर आम आदमी तक सभी को प्रभावित करती है।,इसकी सर्वव्यापी शक्ति ने राजा से लेकर आम तक सभी को प्रभावित किया.,यह सर्वव्यापी शक्ति राजा से लेकर आम आदमी तक सभी को प्रभावित करती है।,14,9,39.073802494525005
ex_030,A,2.6667,3.0,2.8333,B,1,2.0,2,2,2,noisy_input,yet eighty percent of our goods were taxed through tariffs in central american countries we treat you,फिर भी हमारी वस्तुओं में से अमेरिका के केंद्रीय देशों में अठ्ठीस प्रतिशत करों के माध्यम से कर लगाया गया हम आपका सम्मान करते हैं,फिर भी हमारे माल का 80 प्रतिशत केंद्रीय अमेरिकी देशों में टैरिफ के माध्यम से कर लगाया गया; हम आपका व्यवहार करते हैं.,जबकी हमारे माल के अस्सी प्रतिशत पर केंद्रीय अमेरिकन देशों द्वारा कर लगाया गया। फिर भी हम आपका इलाज करते हैं।,फिर भी हमारी वस्तुओं में से अमेरिका के केंद्रीय देशों में अठ्ठीस प्रतिशत करों के माध्यम से कर लगाया गया हम आपका सम्मान करते हैं,25,17,6.07128396953431
ex_030,B,3.0,3.6667,3.3333,B,2,2.25,2,2,3,noisy_input,yet eighty percent of our goods were taxed through tariffs in central american countries we treat you,फिर भी हमारी वस्तुओं में से अमेरिका के केंद्रीय देशों में अठ्ठीस प्रतिशत करों के माध्यम से कर लगाया गया हम आपका सम्मान करते हैं,फिर भी हमारे माल का 80 प्रतिशत केंद्रीय अमेरिकी देशों में टैरिफ के माध्यम से कर लगाया गया; हम आपका व्यवहार करते हैं.,जबकी हमारे माल के अस्सी प्रतिशत पर केंद्रीय अमेरिकन देशों द्वारा कर लगाया गया। फिर भी हम आपका इलाज करते हैं।,फिर भी हमारे माल का 80 प्रतिशत केंद्रीय अमेरिकी देशों में टैरिफ के माध्यम से कर लगाया गया; हम आपका व्यवहार करते हैं.,23,17,6.802254824715723
ex_031,A,4.3333,4.6667,4.5,A,4,5.0,5,5,5,negation_quantifier,"Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving.","सिंगापुर आम तौर पर बहुत सुरक्षित स्थान है और बहुत आसानी से घूमा जा सकता है, और आप वहां पहुंचने के बाद लगभग हर चीज़ खरीद सकते हैं।","सिंगापुर सामान्यतः एक अत्यंत सुरक्षित जगह है और यहाँ नेविगेट करना बहुत आसान है, और आप आने के बाद लगभग सब कुछ खरीद सकते हैं।",आम तौर पर सिंगापुर रहने के लिए काफ़ी सुरक्षित जगह है. आप यहाँ आसानी से नेविगेट कर सकते हैं और यहाँ आने के बाद लगभग हर चीज़ खरीद सकते हैं.,"सिंगापुर आम तौर पर बहुत सुरक्षित स्थान है और बहुत आसानी से घूमा जा सकता है, और आप वहां पहुंचने के बाद लगभग हर चीज़ खरीद सकते हैं।",28,22,25.546144677464135
ex_031,B,3.6667,4.0,3.8333,A,4,4.5,4,5,5,negation_quantifier,"Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving.","सिंगापुर आम तौर पर बहुत सुरक्षित स्थान है और बहुत आसानी से घूमा जा सकता है, और आप वहां पहुंचने के बाद लगभग हर चीज़ खरीद सकते हैं।","सिंगापुर सामान्यतः एक अत्यंत सुरक्षित जगह है और यहाँ नेविगेट करना बहुत आसान है, और आप आने के बाद लगभग सब कुछ खरीद सकते हैं।",आम तौर पर सिंगापुर रहने के लिए काफ़ी सुरक्षित जगह है. आप यहाँ आसानी से नेविगेट कर सकते हैं और यहाँ आने के बाद लगभग हर चीज़ खरीद सकते हैं.,"सिंगापुर सामान्यतः एक अत्यंत सुरक्षित जगह है और यहाँ नेविगेट करना बहुत आसान है, और आप आने के बाद लगभग सब कुछ खरीद सकते हैं।",25,22,13.43234755731647
ex_032,A,4.0,2.6667,3.3333,B,1,1.75,2,2,1,negation_quantifier,"People now write messages on computer screens, never having to come close to a sharpener.","अब लोग कंप्यूटर के स्क्रीन पर संदेश लिखते हैं, कभी भी एक नुकीले पतलून के पास आए बिना।","लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, कभी पेंसिल शार्पनर के पास नहीं जाना पड़ता।","लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं, शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती।","अब लोग कंप्यूटर के स्क्रीन पर संदेश लिखते हैं, कभी भी एक नुकीले पतलून के पास आए बिना।",18,15,27.60258064653157
